Player_ID,Player,Display_Name,Player_Slug,NBA_Player_ID,Headshot_URL,Headshot_Source,Headshot_Status,Acquisition_Need,HTTP_Status,Content_Type,Verification_Status,Has_Headshot,alternate_url_present
P003179,Marcus Williams,Marcus Williams,marcus-williams,,https://www.basketball-reference.com/req/0/images/players/willima01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003196,Mark Davis,Mark Davis,mark-davis,,https://www.basketball-reference.com/req/0/images/players/davisma01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003200,Mark Jones,Mark Jones,mark-jones,,https://www.basketball-reference.com/req/0/images/players/jonesma01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003277,Matthew Hurt,Matthew Hurt,matthew-hurt,,https://www.basketball-reference.com/req/0/images/players/hurtma01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003285,Maurice King,Maurice King,maurice-king,,https://www.basketball-reference.com/req/0/images/players/kingma01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003287,Maurice Martin,Maurice Martin,maurice-martin,,https://www.basketball-reference.com/req/0/images/players/martima01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003299,McCoy Ingram,McCoy Ingram,mccoy-ingram,,https://www.basketball-reference.com/req/0/images/players/ingramc01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003303,Med Park,Med Park,med-park,,https://www.basketball-reference.com/req/0/images/players/parkme01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003320,Melvin Turpin,Melvin Turpin,melvin-turpin,,https://www.basketball-reference.com/req/0/images/players/turpime01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003352,Michael Phelps,Michael Phelps,michael-phelps,,https://www.basketball-reference.com/req/0/images/players/phelpmi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003354,Michael Ray Richardson,Michael Ray Richardson,michael-ray-richardson,,https://www.basketball-reference.com/req/0/images/players/richami01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003357,Michael Smith,Michael Smith,michael-smith,,https://www.basketball-reference.com/req/0/images/players/smithmi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003360,Michael Wilson,Michael Wilson,michael-wilson,,https://www.basketball-reference.com/req/0/images/players/wilsomi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003366,Mickey Davis,Mickey Davis,mickey-davis,,https://www.basketball-reference.com/req/0/images/players/davismi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003381,Mike Dunleavy,Mike Dunleavy,mike-dunleavy,,https://www.basketball-reference.com/req/0/images/players/dunlemi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003395,Mike James,Mike James,mike-james,,https://www.basketball-reference.com/req/0/images/players/jamesmi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003396,Mike Kearns,Mike Kearns,mike-kearns,,https://www.basketball-reference.com/req/0/images/players/kearnmi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003420,Mike Sweetney,Mike Sweetney,mike-sweetney,,https://www.basketball-reference.com/req/0/images/players/sweetmi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003444,Mitch Creek,Mitch Creek,mitch-creek,,https://www.basketball-reference.com/req/0/images/players/creekmi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003455,Mo Layton,Mo Layton,mo-layton,,https://www.basketball-reference.com/req/0/images/players/laytomo01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003456,Mo Mahoney,Mo Mahoney,mo-mahoney,,https://www.basketball-reference.com/req/0/images/players/mahonmo01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003458,Moe Barr,Moe Barr,moe-barr,,https://www.basketball-reference.com/req/0/images/players/barrmo01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003461,Monk Meineke,Monk Meineke,monk-meineke,,https://www.basketball-reference.com/req/0/images/players/meinemo01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003517,Nate Williams,Nate Williams,nate-williams,,https://www.basketball-reference.com/req/0/images/players/willina01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003521,Nathan Mensah,Nathan Mensah,nathan-mensah,,https://www.basketball-reference.com/req/0/images/players/mensana01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
